DPID,Lat,Lon
00172839,22.283883,114.156478
00371639,22.28224,114.156599
00983385,22.2801648,114.1587177
00178869,22.3133856,114.1685055
00246698,22.3180874,114.1589222
00681942,22.3206,114.1694808
